track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918.0,0,0.01711432959243145,24.0,0.0,52.0,0.0,0.0,0.8156028368794327,G,Minor,0.547945205479452,0.44086021505376344,0.6024096385542169,0.35051546391752575,0.0,0.06382978723404256,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,1
Angel Baby,Troye Sivan,1,2021,9,9,1959.0,9,0.14810782223956234,52.0,25.0,32.0,0.0,10.0,0.5673758865248227,B,Major,0.4520547945205479,0.39784946236559143,0.5180722891566265,0.010309278350515464,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893,1
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540.0,4,0.06124014300181091,26.0,3.0,39.0,0.0,0.0,0.35460992907801414,G#,Minor,0.7534246575342465,0.6344086021505377,0.6024096385542169,0.010309278350515464,0.0,0.0425531914893617,0.024727992087042572,Not Found,0
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859.0,0,0.05760143163096357,14.0,0.0,11.0,0.0,0.0,0.12056737588652477,A#,Major,0.7671232876712328,0.47311827956989244,0.8433734939759038,0.13402061855670103,0.0,0.19148936170212766,0.4945598417408513,Not Found,3
Right On,Lil Baby,1,2022,4,8,1116.0,0,0.027450176810897894,31.0,9.0,15.0,0.0,1.0,0.7163120567375886,D,Major,0.6438356164383561,0.1935483870967742,0.5662650602409639,0.020618556701030927,0.0,0.07446808510638298,0.7665677546983196,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa,3
That's Hilarious,Charlie Puth,1,2022,4,8,686.0,2,0.04496868245316228,11.0,6.0,12.0,0.0,15.0,0.3049645390070922,F#,Major,0.6575342465753424,0.5483870967741936,0.3614457831325302,0.7628865979381443,0.0,0.08510638297872342,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8,2
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226.0,0,0.03714164301399768,5.0,0.0,4.0,0.0,1.0,0.13475177304964536,E,Minor,0.6575342465753424,0.6344086021505377,0.37349397590361455,0.4639175257731959,0.0,0.08510638297872342,0.0,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e,2
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264.0,0,0.04953762658862759,20.0,4.0,52.0,0.0,1.0,0.21276595744680848,D#,Minor,0.6301369863013699,0.924731182795699,0.9277108433734941,0.061855670103092786,0.0,0.3404255319148936,0.024727992087042572,Not Found,0
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870.0,0,0.05672849275673644,32.0,0.0,49.0,0.0,0.0,0.4964539007092198,D#,Minor,0.9589041095890412,0.7849462365591399,0.37349397590361455,0.25773195876288657,0.0,0.10638297872340427,0.5934718100890216,Not Found,3
Falling,Harry Styles,1,2019,12,13,7556.0,0,0.38950847513089903,124.0,24.0,254.0,0.0,8.0,0.3191489361702128,E,Major,0.4657534246575343,0.021505376344086016,0.15662650602409636,0.865979381443299,0.0,0.06382978723404256,0.0,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370.0,0,0.0294750235601666,46.0,8.0,60.0,0.0,0.0,0.16312056737588654,G,Major,0.904109589041096,0.5913978494623657,0.6024096385542169,0.05154639175257732,0.0,0.1702127659574468,0.09891196834817027,Not Found,0
Fim de Semana no Rio,teto,1,2022,3,30,315.0,2,0.04215156597348349,27.0,2.0,31.0,0.0,0.0,0.3829787234042553,C#,Minor,0.8767123287671232,0.25806451612903225,0.4337349397590362,0.12371134020618557,0.0,0.07446808510638298,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80,1
MANIAC,Stray Kids,1,2022,3,18,651.0,0,0.07085241398147427,6.0,188.0,20.0,0.0,0.0,0.3900709219858156,C#,Major,0.4794520547945205,0.7204301075268819,0.7951807228915663,0.15463917525773196,0.0,0.0425531914893617,0.9396636993076176,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9,3
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382.0,0,0.6611498672166752,229.0,57.0,1370.0,2.0,71.0,0.4042553191489362,D,Major,0.8630136986301369,1.0000000000000002,0.7951807228915663,0.3711340206185567,0.0,0.06382978723404256,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,0
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625.0,0,0.06511894032432768,10.0,2.0,13.0,0.0,1.0,0.23404255319148937,F,Major,0.7534246575342465,0.849462365591398,0.7349397590361446,0.422680412371134,0.0,0.2553191489361702,0.12363996043521285,Not Found,0
Golden,Harry Styles,1,2019,12,13,8429.0,1,0.30456599721575717,85.0,24.0,200.0,0.0,2.0,0.5319148936170213,E,Minor,0.30136986301369867,0.22580645161290325,0.8433734939759038,0.21649484536082475,0.0,0.10638297872340427,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,1
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898.0,0,0.3543907734837581,203.0,1.0,8215.0,0.0,0.0,0.36170212765957444,F#,Minor,0.7671232876712328,0.89247311827957,0.8072289156626506,0.041237113402061855,0.0,0.07446808510638298,0.024727992087042572,Not Found,0
Ain't Shit,Doja Cat,1,2021,6,25,3436.0,0,0.18381326329315922,32.0,6.0,46.0,0.0,1.0,0.4184397163120567,D#,Major,0.8630136986301369,0.6236559139784947,0.42168674698795183,0.5257731958762887,0.0,0.3404255319148936,0.4451038575667662,Not Found,3
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918.0,0,0.03494241942042482,34.0,39.0,30.0,0.0,0.0,0.2836879432624113,A,Minor,0.9315068493150684,0.7419354838709679,0.6987951807228916,0.13402061855670103,0.0,0.06382978723404256,0.2967359050445108,Not Found,0
Still Life,BIGBANG,1,2022,4,5,181.0,0,0.008639753824475436,16.0,14.0,7.0,0.0,0.0,0.375886524822695,G#,Major,0.6164383561643836,0.2150537634408602,0.5301204819277109,0.4536082474226804,0.0,0.031914893617021274,0.0,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,2
Photograph,Ed Sheeran,1,2014,6,20,18778.0,3,0.8663344114201195,228.0,105.0,2453.0,0.0,84.0,0.3049645390070922,E,Major,0.5205479452054795,0.17204301075268819,0.28915662650602414,0.6288659793814433,0.0,0.07446808510638298,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,2
Love Yourself,Justin Bieber,1,2015,11,9,22730.0,5,0.8217913626255353,289.0,87.0,2430.0,0.0,36.0,0.24822695035460995,E,Major,0.5205479452054795,0.5268817204301076,0.28915662650602414,0.865979381443299,0.0,0.26595744680851063,0.9999999999999999,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,3
N95,Kendrick Lamar,1,2022,5,13,5542.0,0,0.10582692137552518,52.0,16.0,65.0,0.0,206.0,0.5319148936170213,D#,Minor,0.7945205479452055,0.3763440860215054,0.6265060240963856,0.3917525773195876,0.0,0.09574468085106383,0.27200791295746823,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,1
About Damn Time,Lizzo,1,2022,4,14,9021.0,0,0.27190422414573734,242.0,49.0,272.0,21.0,24.0,0.3120567375886525,A#,Minor,0.8356164383561644,0.7311827956989249,0.7228915662650603,0.10309278350515463,0.0,0.32978723404255317,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,0
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627.0,0,0.08072155694446242,38.0,13.0,32.0,0.0,0.0,0.25531914893617025,C#,Minor,0.7534246575342465,0.38709677419354843,0.7228915662650603,0.3711340206185567,0.0,0.14893617021276595,0.5934718100890216,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229.0,0,0.16882177194230416,27.0,44.0,24.0,0.0,5.0,0.09219858156028371,F,Major,0.4520547945205479,0.6129032258064517,0.9156626506024098,0.3711340206185567,0.0,0.1595744680851064,0.6923837784371919,Not Found,3
United In Grief,Kendrick Lamar,1,2022,5,13,2575.0,0,0.04910838765242674,4.0,5.0,12.0,0.0,51.0,0.15602836879432624,G#,Major,0.3972602739726027,0.3010752688172043,0.8313253012048193,0.24742268041237114,0.0,0.14893617021276595,0.9891196834817028,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107.0,0,0.037481610942597984,4.0,0.0,22.0,0.0,0.0,0.6241134751773049,A#,Minor,0.43835616438356156,0.49462365591397855,0.7710843373493976,0.1958762886597938,0.0,0.08510638297872342,0.7912957467853622,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486.0,0,0.05571128886614621,20.0,10.0,33.0,0.0,0.0,0.21985815602836878,A#,Minor,0.8493150684931507,0.39784946236559143,0.3493975903614458,0.4020618556701031,0.0,0.09574468085106383,0.4451038575667662,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443.0,0,0.10755908628115286,9.0,11.0,22.0,1.0,0.0,0.14184397163120566,A#,Major,0.6575342465753424,0.41935483870967744,0.6144578313253013,0.23711340206185566,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028.0,0,0.03587351586859293,22.0,0.0,23.0,0.0,0.0,0.5319148936170213,C#,Minor,0.9452054794520548,0.7956989247311829,0.5180722891566265,0.4742268041237113,0.0,0.11702127659574468,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,0
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796.0,8,0.17593286565716076,8.0,25.0,18.0,1.0,0.0,0.9290780141843972,B,Minor,0.5890410958904109,0.5806451612903226,0.783132530120482,0.23711340206185566,0.0,0.2021276595744681,0.42037586547972366,Not Found,3
Count Me Out,Kendrick Lamar,1,2022,5,13,2729.0,0,0.03704227343167528,3.0,7.0,13.0,0.0,1.0,0.4893617021276595,G,Major,0.7534246575342465,0.5053763440860216,0.3493975903614458,0.711340206185567,0.0,0.11702127659574468,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195.0,0,0.1226502014469313,8.0,30.0,13.0,1.0,1.0,0.2695035460992907,C#,Minor,0.7808219178082192,0.44086021505376344,0.5783132530120483,0.7835051546391752,0.0,0.07446808510638298,0.8654797230464899,Not Found,3
Dos Mil 16,Bad Bunny,1,2022,5,6,892.0,3,0.12043642136695491,10.0,24.0,11.0,0.0,0.0,0.46099290780141844,C#,Major,0.8082191780821919,0.49462365591397855,0.6385542168674699,0.12371134020618557,0.0,0.10638297872340427,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635.0,0,0.014528558099648241,4.0,1.0,6.0,0.0,0.0,0.3049645390070922,B,Major,0.5753424657534247,0.5161290322580646,0.6626506024096386,0.31958762886597936,0.0,0.05319148936170213,0.8160237388724048,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291.0,0,0.021319062147032292,9.0,0.0,8.0,0.0,0.0,0.4113475177304964,G#,Major,0.5205479452054795,0.6666666666666667,0.6867469879518073,0.5463917525773195,0.0,0.30851063829787234,0.9999999999999999,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Un Coco,Bad Bunny,1,2022,5,6,1029.0,28,0.14590272968443127,5.0,28.0,9.0,0.0,0.0,0.6170212765957447,B,Major,0.8356164383561644,0.7526881720430109,0.6626506024096386,0.21649484536082475,0.0,0.1595744680851064,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681.0,7,0.1130195683506628,10.0,30.0,13.0,0.0,33.0,0.3049645390070922,D,Major,0.7534246575342465,0.5483870967741936,0.5542168674698795,0.6082474226804123,0.0,0.0425531914893617,0.024727992087042572,Not Found,2
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480.0,0,0.011716751426981756,1.0,0.0,5.0,0.0,0.0,0.049645390070921946,A#,Minor,0.4520547945205479,0.5591397849462366,0.3975903614457832,0.7835051546391752,0.0,0.05319148936170213,0.8160237388724048,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Aguacero,Bad Bunny,1,2022,5,6,829.0,0,0.0987999920115732,4.0,15.0,10.0,0.0,0.0,0.3971631205673759,F#,Minor,0.8630136986301369,0.6774193548387097,0.6144578313253013,0.4329896907216495,0.0,0.3404255319148936,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308.0,0,0.01764702626548413,7.0,0.0,7.0,0.0,0.0,0.5177304964539007,D#,Minor,0.4657534246575343,0.7204301075268819,0.819277108433735,0.1958762886597938,0.0,0.12765957446808512,0.6429277942631068,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004.0,1,0.09878942190807057,8.0,12.0,9.0,0.0,0.0,0.8723404255319148,F,Minor,0.3698630136986301,0.39784946236559143,0.4337349397590362,0.711340206185567,0.0,0.09574468085106383,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367.0,0,0.10838515637339173,48.0,4.0,34.0,1.0,0.0,0.3191489361702128,C#,Major,0.7808219178082192,0.23655913978494625,0.855421686746988,0.23711340206185566,0.0,0.08510638297872342,0.4451038575667662,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,3
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112.0,3,0.09737706707566453,7.0,25.0,12.0,0.0,0.0,0.2836879432624113,G#,Major,0.7945205479452055,0.7849462365591399,0.783132530120482,0.1958762886597938,0.0,0.46808510638297873,0.12363996043521285,Not Found,0
El Apagï¿½,Bad Bunny,1,2022,5,6,1209.0,0,0.07089834874353594,9.0,7.0,14.0,0.0,1.0,0.375886524822695,G#,Major,0.547945205479452,0.6021505376344087,0.674698795180723,0.05154639175257732,0.0,0.06382978723404256,0.6923837784371919,Not Found,3
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539.0,15,0.49997463227027567,162.0,116.0,355.0,7.0,0.0,0.7872340425531915,D,Major,0.5205479452054795,0.2150537634408602,0.5783132530120483,0.6185567010309279,0.0,0.22340425531914893,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,3
Dua Lipa,Jack Harlow,1,2022,5,6,1992.0,0,0.0465946060303689,35.0,0.0,3.0,0.0,0.0,0.6595744680851064,B,Major,0.821917808219178,0.39784946236559143,0.6144578313253013,0.0,0.2050861361771954,0.08510638297872342,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,1
Agosto,Bad Bunny,1,2022,5,6,897.0,0,0.08417029172717458,6.0,20.0,8.0,0.0,0.0,0.35460992907801414,C#,Minor,0.8493150684931507,0.7311827956989249,0.5301204819277109,0.09278350515463918,0.0,0.4893617021276596,0.2225519287833831,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,0
House Of Memories,Panic! At The Disco,1,2016,1,15,2948.0,0,0.21648739591840477,10.0,2.0,150.0,0.0,0.0,0.3191489361702128,B,Minor,0.38356164383561636,0.47311827956989244,0.819277108433735,0.0,0.0,0.021276595744680854,0.0,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,1
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860.0,0,0.010517333883750687,1.0,0.0,3.0,0.0,0.0,0.7730496453900709,A,Major,0.6849315068493151,0.23655913978494625,0.4819277108433735,0.30927835051546393,0.0,0.32978723404255317,0.7171117705242345,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802.0,0,0.07080298401232502,16.0,81.0,23.0,0.0,0.0,0.46099290780141844,E,Major,0.9315068493150684,0.9354838709677421,0.9879518072289158,0.030927835051546393,0.0,0.0,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e,0
In The Stars,Benson Boone,1,2022,4,29,2224.0,8,0.13763842588921682,48.0,40.0,87.0,1.0,210.0,0.09219858156028371,A#,Major,0.1780821917808219,0.2795698924731183,0.4819277108433735,0.35051546391752575,0.0,0.11702127659574468,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,1
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103.0,0,0.003649777318298228,0.0,0.0,0.0,0.0,0.0,0.276595744680851,G,Major,0.2876712328767123,0.7526881720430109,0.33734939759036153,0.9072164948453608,0.0,0.06382978723404256,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265.0,0,0.0784844613380387,93.0,12.0,173.0,11.0,3.0,0.3971631205673759,G,Major,0.5616438356164384,0.817204301075269,0.8915662650602411,0.0,0.0,0.09574468085106383,0.0741839762611277,Not Found,0
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555.0,0,0.008569043368508611,10.0,4.0,4.0,0.0,0.0,0.2836879432624113,D,Major,0.821917808219178,0.3010752688172043,0.819277108433735,0.14432989690721648,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,1
Thousand Miles,The Kid Laroi,1,2022,4,22,2050.0,0,0.08362540053396944,52.0,9.0,46.0,0.0,1.0,0.11347517730496448,G,Major,0.2054794520547945,0.17204301075268819,0.6265060240963856,0.09278350515463918,0.0,0.06382978723404256,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,1
Crown,Kendrick Lamar,1,2022,5,13,1493.0,0,0.004150966831159373,2.0,0.0,10.0,0.0,0.0,0.7446808510638298,C#,Minor,0.19178082191780826,0.10752688172043011,0.1204819277108434,0.8247422680412371,0.0,0.08510638297872342,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545.0,0,0.0023012446922530197,1.0,0.0,4.0,0.0,0.0,0.09219858156028371,G,Major,0.27397260273972596,0.6021505376344087,0.28915662650602414,0.7835051546391752,0.02050861361771954,0.4787234042553191,0.8654797230464899,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,3
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350.0,0,0.08734953170110024,28.0,42.0,23.0,0.0,0.0,0.42553191489361697,G#,Major,0.8904109589041096,0.25806451612903225,0.6265060240963856,0.061855670103092786,0.0,0.10638297872340427,0.6923837784371919,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,3
Mirror,Kendrick Lamar,1,2022,5,13,1929.0,0,0.008519632260510588,2.0,0.0,4.0,0.0,0.0,0.1914893617021276,E,Minor,0.5890410958904109,0.26881720430107525,0.6144578313253013,0.23711340206185566,0.0,0.05319148936170213,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,1
Beautiful Girl,Luciano,1,2022,4,22,710.0,4,0.050341197685091196,16.0,11.0,18.0,0.0,0.0,0.5319148936170213,B,Minor,0.8356164383561644,0.6129032258064517,0.33734939759036153,0.31958762886597936,0.0,0.06382978723404256,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a,0
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194.0,0,0.0020314469262248946,0.0,0.0,3.0,0.0,0.0,0.375886524822695,F,Minor,0.5890410958904109,0.849462365591398,0.3493975903614458,0.865979381443299,0.0,0.1702127659574468,0.3956478733926811,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349.0,6,0.09914997285383352,10.0,22.0,3.0,0.0,0.0,0.1914893617021276,B,Minor,0.6575342465753424,0.6774193548387097,0.5542168674698795,0.07216494845360824,0.0,0.031914893617021274,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,0
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890.0,0,0.0005735891735322591,3.0,0.0,2.0,0.0,0.0,0.5319148936170213,G#,Minor,0.35616438356164387,0.49462365591397855,0.27710843373493976,0.8969072164948454,0.0,0.08510638297872342,0.7912957467853622,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308.0,2,0.06000235126757744,23.0,16.0,9.0,0.0,5.0,0.7730496453900709,C#,Major,0.6164383561643836,0.44086021505376344,0.6867469879518073,0.18556701030927836,0.0,0.08510638297872342,0.5440158259149365,Not Found,3
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531.0,0,0.10572515446229312,135.0,74.0,119.0,1.0,18.0,0.43971631205673756,A#,Major,0.7397260273972603,0.5268817204301076,0.7710843373493976,0.1958762886597938,0.0,0.2765957446808511,0.024727992087042572,Not Found,0
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657.0,0,0.03503307515087829,15.0,3.0,3.0,0.0,0.0,0.21985815602836878,B,Major,0.6575342465753424,0.3548387096774194,0.45783132530120485,0.6391752577319587,0.0,0.08510638297872342,0.8160237388724048,Not Found,3
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351.0,0,0.02946974754605024,26.0,1.0,17.0,0.0,0.0,0.6028368794326241,G#,Minor,0.8082191780821919,0.838709677419355,0.6265060240963856,0.13402061855670103,0.0,0.08510638297872342,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,0
ZOOM,Jessi,1,2022,4,13,608.0,0,0.041288076143082664,5.0,29.0,14.0,0.0,0.0,0.24822695035460995,F#,Major,0.8767123287671232,0.4516129032258065,0.5542168674698795,0.010309278350515464,0.0,0.10638297872340427,0.3214638971315534,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,1
SloMo,Chanel,1,2021,12,24,1211.0,0,0.013280690974191305,31.0,0.0,19.0,0.0,2.0,0.2836879432624113,C#,Minor,0.6849315068493151,0.5913978494623657,0.8072289156626506,0.13402061855670103,0.0,0.06382978723404256,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e,0
FEARLESS,LE SSERAFIM,1,2022,5,2,629.0,0,0.07763569420793666,18.0,75.0,9.0,0.0,0.0,0.276595744680851,G,Major,0.8630136986301369,0.41935483870967744,0.5783132530120483,0.05154639175257732,0.0,0.10638297872340427,0.27200791295746823,https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555,1
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301.0,0,0.06036713811355446,23.0,1.0,15.0,0.0,0.0,0.6312056737588653,G#,Major,0.4246575342465753,0.44086021505376344,0.783132530120482,0.010309278350515464,0.0,0.14893617021276595,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702,1
SPACE MAN,Sam Ryder,1,2022,2,22,1329.0,0,0.008943672984843911,42.0,51.0,32.0,0.0,0.0,0.10638297872340419,B,Major,0.32876712328767116,0.3118279569892473,0.8313253012048193,0.18556701030927836,0.0,0.07446808510638298,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279,1
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343.0,2,0.08199033715722857,4.0,35.0,11.0,1.0,1.0,0.6028368794326241,D#,Major,0.4109589041095891,0.10752688172043011,0.3493975903614458,0.6597938144329897,0.0,0.10638297872340427,0.0,Not Found,2
Iris,The Goo Goo Dolls,1,1998,3,31,13101.0,9,0.49236284336189645,137.0,5.0,582.0,0.0,0.0,0.6453900709219859,B,Minor,0.1232876712328767,0.48387096774193555,0.6987951807228916,0.0,0.0,0.06382978723404256,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,1
