track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,cluster
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305.0,34,0.03264877886849042,29.0,26.0,43.0,5.0,44.0,0.1843971631205673,G,Major,0.8082191780821919,0.46236559139784944,0.5783132530120483,0.10309278350515463,0.0,0.07446808510638298,0.2967359050445108,Not Found,1
Search & Rescue,Drake,1,2023,4,7,2066.0,6,0.0562597153463853,58.0,70.0,43.0,0.0,182.0,0.5460992907801417,A#,Minor,0.8082191780821919,0.5376344086021506,0.3614457831325302,0.061855670103092786,0.0,0.3191489361702128,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96,0
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896.0,0,0.00988927365830903,34.0,2.0,33.0,0.0,1.0,0.43262411347517726,C#,Major,0.7534246575342465,0.17204301075268819,0.674698795180723,0.010309278350515464,0.0,0.13829787234042554,0.024727992087042572,Not Found,1
Lavender Haze,Taylor Swift,1,2022,10,21,3763.0,8,0.1793636847038469,51.0,43.0,38.0,10.0,1.0,0.22695035460992907,A#,Major,0.6849315068493151,0.06451612903225808,0.3614457831325302,0.26804123711340205,0.0,0.13829787234042554,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,1
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197.0,0,0.0003300583111785268,3.0,10.0,3.0,0.0,0.0,0.25531914893617025,F,Major,0.9452054794520548,0.5913978494623657,0.4457831325301205,0.422680412371134,1.0,0.2446808510638298,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,0
Efecto,Bad Bunny,1,2022,5,6,4004.0,33,0.3990541524937925,34.0,65.0,43.0,6.0,2.0,0.23404255319148937,G,Minor,0.7808219178082192,0.20430107526881724,0.40963855421686757,0.14432989690721648,0.0,0.031914893617021274,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,1
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984.0,5,0.04775510240921185,8.0,57.0,76.0,2.0,49.0,0.6312056737588653,F#,Major,0.49315068493150677,0.6344086021505377,0.9036144578313253,0.18556701030927836,0.0,0.8191489361702128,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d,0
Cupido,Tini,1,2023,2,14,1240.0,24,0.07298920677153027,51.0,29.0,63.0,4.0,54.0,0.3900709219858156,A,Major,0.9315068493150684,0.6344086021505377,0.5301204819277109,0.5360824742268041,0.0,0.2978723404255319,0.46983184965380875,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d,3
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995.0,13,0.16710316309618345,72.0,27.0,47.0,0.0,0.0,0.6028368794326241,B,Major,0.35616438356164387,0.0,0.49397590361445787,0.07216494845360824,0.0,0.031914893617021274,0.0,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f,1
Unstoppable,Sia,1,2016,1,21,7681.0,13,0.3567599061864371,119.0,66.0,1145.0,2.0,0.0,0.7730496453900709,A,Major,0.32876712328767116,0.24731182795698925,0.7710843373493976,0.1134020618556701,0.0,0.07446808510638298,0.12363996043521285,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,1
Until I Found You,Stephen Sanchez,1,2021,9,1,4427.0,4,0.2729022482102284,69.0,100.0,154.0,20.0,438.0,0.9716312056737589,A#,Major,0.1506849315068493,0.22580645161290325,0.4457831325301205,0.711340206185567,0.0,0.1595744680851064,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244,2
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657.0,18,0.2128603910354218,84.0,84.0,42.0,0.0,23.0,0.6241134751773049,B,Minor,0.4520547945205479,0.40860215053763443,0.45783132530120485,0.05154639175257732,0.0,0.35106382978723405,0.5192878338278939,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,3
Easy On Me,Adele,1,2021,10,14,10195.0,20,0.5399749456778524,258.0,87.0,657.0,22.0,9.0,0.5460992907801417,F,Major,0.5068493150684932,0.09677419354838711,0.27710843373493976,0.5979381443298969,0.0,0.10638297872340427,0.0,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,2
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269.0,4,0.015580733315206194,7.0,2.0,30.0,1.0,11.0,0.3049645390070922,A,Minor,0.8356164383561644,0.5483870967741936,0.3975903614457832,0.26804123711340205,0.0,0.18085106382978725,0.9999999999999999,Not Found,3
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214.0,0,0.0,3.0,3.0,6.0,0.0,0.0,0.5531914893617021,B,Major,0.821917808219178,0.22580645161290325,0.6626506024096386,0.041237113402061855,0.0,0.2127659574468085,0.2225519287833831,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f,1
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845.0,2,0.044613184331226116,12.0,57.0,47.0,1.0,33.0,0.3049645390070922,D,Major,0.6027397260273972,0.5483870967741936,0.6385542168674699,0.6185567010309279,0.0,0.8191489361702128,0.049455984174085144,Not Found,2
The Real Slim Shady,Eminem,1,2000,1,1,20763.0,27,0.5472358106864098,81.0,53.0,3271.0,1.0,17.0,0.276595744680851,F,Minor,0.9863013698630136,0.7956989247311829,0.6265060240963856,0.030927835051546393,0.0,0.010638297872340427,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,0
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267.0,20,0.07835645149051194,41.0,22.0,56.0,4.0,84.0,0.1985815602836879,F#,Minor,0.8356164383561644,0.989247311827957,0.783132530120482,0.44329896907216493,0.0,0.1595744680851064,0.19782393669634052,Not Found,0
The Color Violet,Tory Lanez,1,2021,12,10,2585.0,32,0.1508935191848147,3.0,79.0,21.0,1.0,54.0,0.2836879432624113,F#,Minor,0.5753424657534247,0.4516129032258065,0.4698795180722892,0.16494845360824742,0.0,0.06382978723404256,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,1
Glimpse of Us,Joji,1,2022,6,10,6330.0,6,0.3758846773710371,109.0,42.0,158.0,3.0,31.0,0.7446808510638298,G#,Major,0.2876712328767123,0.24731182795698925,0.21686746987951808,0.9175257731958762,0.0,0.11702127659574468,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7,2
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675.0,1,0.007436757377798194,9.0,13.0,11.0,0.0,1.0,0.8014184397163121,C#,Minor,0.5342465753424657,0.5591397849462366,0.6265060240963856,0.18556701030927836,0.0,0.09574468085106383,0.049455984174085144,Not Found,1
Curtains,Ed Sheeran,1,2023,5,5,715.0,0,0.003132432443526019,37.0,3.0,27.0,0.0,50.0,0.7872340425531915,F#,Minor,0.3698630136986301,0.43010752688172044,0.746987951807229,0.10309278350515463,0.0,0.30851063829787234,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796,1
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327.0,13,0.02362099689022074,14.0,110.0,9.0,0.0,49.0,0.276595744680851,E,Minor,0.7808219178082192,0.3655913978494624,0.8915662650602411,0.1134020618556701,0.0,0.08510638297872342,0.049455984174085144,Not Found,1
Haegeum,Agust D,1,2023,4,21,244.0,12,0.0341420370373413,6.0,84.0,10.0,2.0,9.0,0.14184397163120566,G,Major,0.6438356164383561,0.849462365591398,0.8433734939759038,0.31958762886597936,0.0,0.46808510638297873,0.6676557863501493,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,3
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385.0,4,0.017804738889734623,17.0,7.0,41.0,1.0,29.0,0.36879432624113473,F#,Minor,0.7397260273972603,0.6989247311827957,0.5301204819277109,0.4020618556701031,0.0,0.2446808510638298,0.049455984174085144,Not Found,0
Never Felt So Alone,Labrinth,1,2023,4,7,1730.0,3,0.033724598108879636,46.0,5.0,51.0,0.0,20.0,0.23404255319148937,F,Major,0.2876712328767123,0.34408602150537637,0.32530120481927716,0.5154639175257731,0.0,0.3723404255319149,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be,2
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127.0,33,0.09222427954029458,45.0,80.0,53.0,8.0,4.0,0.8014184397163121,C#,Minor,0.7671232876712328,0.5806451612903226,0.7710843373493976,0.35051546391752575,0.0,0.08510638297872342,0.5440158259149365,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,3
ceilings,Lizzy McAlpine,1,2022,4,8,3242.0,9,0.10266174631924908,67.0,55.0,48.0,0.0,6.0,0.5886524822695035,A,Major,0.38356164383561636,0.24731182795698925,0.2289156626506024,0.4948453608247423,0.0,0.2021276595744681,0.0,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3,2
Cupid,Fifty Fifty,1,2023,2,24,526.0,10,0.04234338073798245,15.0,93.0,30.0,0.0,320.0,0.3900709219858156,D,Major,0.7397260273972603,0.967741935483871,0.6265060240963856,0.6701030927835051,0.0,0.3723404255319149,0.0,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,0
I AM,IVE,1,2023,4,10,366.0,15,0.035840522213919965,16.0,102.0,7.0,0.0,55.0,0.4042553191489362,E,Minor,0.6164383561643836,0.3655913978494624,0.8915662650602411,0.010309278350515464,0.0,0.05319148936170213,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8,1
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472.0,2,0.028229170255544275,0.0,0.0,6.0,0.0,0.0,0.5602836879432623,F,Major,0.6986301369863015,0.7634408602150539,0.710843373493976,0.4329896907216495,0.0,0.06382978723404256,0.024727992087042572,Not Found,0
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432.0,12,0.05146161215286399,8.0,14.0,12.0,2.0,33.0,0.21985815602836878,D,Major,0.9589041095890412,0.46236559139784944,0.3975903614457832,0.3402061855670103,0.0,0.07446808510638298,0.8160237388724048,https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce,3
Super,SEVENTEEN,1,2023,4,24,271.0,12,0.023301343600318703,16.0,103.0,9.0,0.0,55.0,0.5106382978723404,G#,Major,0.7397260273972603,0.33333333333333337,0.8915662650602411,0.16494845360824742,0.0,0.14893617021276595,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264,1
Slut Me Out,NLE Choppa,1,2022,4,22,816.0,4,0.06230828300306436,21.0,4.0,13.0,0.0,4.0,0.3971631205673759,F#,Minor,0.9726027397260273,0.7204301075268819,0.5662650602409639,0.12371134020618557,0.0,0.5319148936170213,0.9643916913946601,https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d,3
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169.0,0,0.025249799543574706,36.0,65.0,28.0,0.0,0.0,0.3829787234042553,A,Minor,0.5068493150684932,0.06451612903225808,0.5180722891566265,0.010309278350515464,0.0,0.5,0.0,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705,1
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282.0,6,0.06024522709786653,26.0,6.0,19.0,0.0,5.0,0.21985815602836878,D,Major,0.6712328767123288,0.38709677419354843,0.3975903614457832,0.7319587628865979,0.0,0.10638297872340427,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17,2
PROVENZA,Karol G,1,2022,4,21,6587.0,34,0.33524586173316806,114.0,104.0,147.0,11.0,20.0,0.3262411347517731,C#,Major,0.8767123287671232,0.5268817204301076,0.45783132530120485,0.6804123711340206,0.02050861361771954,0.08510638297872342,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,2
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444.0,4,0.028712655434449463,0.0,0.0,0.0,0.0,0.0,0.5886524822695035,A,Major,0.9178082191780823,0.7526881720430109,0.6506024096385543,0.14432989690721648,0.0,0.07446808510638298,0.3956478733926811,Not Found,0
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356.0,10,0.04533302016797561,4.0,64.0,4.0,2.0,37.0,0.8297872340425531,A,Major,0.4657534246575343,0.817204301075269,0.5421686746987953,0.08247422680412371,0.0,0.031914893617021274,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe,0
Shivers,Ed Sheeran,1,2021,9,9,10147.0,30,0.4991377213384259,234.0,71.0,543.0,18.0,0.0,0.5390070921985816,D,Major,0.7671232876712328,0.838709677419355,0.8674698795180723,0.28865979381443296,0.0,0.010638297872340427,0.14836795252225543,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,0
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265.0,6,0.0499149596366394,8.0,84.0,5.0,1.0,4.0,0.5673758865248227,E,Minor,0.726027397260274,0.817204301075269,0.8072289156626506,0.1958762886597938,0.0,0.031914893617021274,0.14836795252225543,Not Found,0
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351.0,9,0.017677977414654992,16.0,90.0,10.0,0.0,64.0,0.3191489361702128,B,Minor,0.726027397260274,0.23655913978494625,0.674698795180723,0.010309278350515464,0.0,0.40425531914893614,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,1
Komang,Raim Laode,1,2022,8,16,158.0,4,0.041338205546590095,5.0,6.0,1.0,1.0,18.0,0.4893617021276595,G,Major,0.6438356164383561,0.33333333333333337,0.32530120481927716,0.422680412371134,0.0,0.07446808510638298,0.0,https://i.scdn.co/image/ab67616d0000b273f20ec6ba1f431a90dbf2e8b6,2
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613.0,33,0.2948813933281804,180.0,90.0,422.0,15.0,55.0,0.46099290780141844,G,Major,0.9452054794520548,0.7956989247311829,0.5783132530120483,0.18556701030927836,0.0,0.031914893617021274,0.173095944609298,Not Found,0
Made You Look,Meghan Trainor,1,2022,10,21,3956.0,6,0.18493878756115315,142.0,23.0,127.0,3.0,16.0,0.5673758865248227,A#,Major,0.8356164383561644,0.903225806451613,0.4698795180722892,0.36082474226804123,0.0,0.05319148936170213,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff,0
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638.0,10,0.0688084408460349,0.0,0.0,21.0,0.0,0.0,0.46099290780141844,B,Minor,0.6301369863013699,0.34408602150537637,0.9156626506024098,0.010309278350515464,0.2050861361771954,0.12765957446808512,0.024727992087042572,Not Found,1
Punto G,Quevedo,1,2022,11,4,1985.0,35,0.13723032087297085,34.0,26.0,37.0,5.0,1.0,0.1914893617021276,B,Minor,0.7123287671232876,0.5483870967741936,0.746987951807229,0.25773195876288657,0.0,0.07446808510638298,0.2967359050445108,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0,0
Lovers Rock,TV Girl,1,2014,6,5,6339.0,13,0.1706581572825866,3.0,1.0,36.0,1.0,37.0,0.2836879432624113,F,Minor,0.4520547945205479,0.5698924731182796,0.8795180722891568,0.0,0.02050861361771954,0.07446808510638298,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84,1
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561.0,24,0.12796459368369653,18.0,78.0,24.0,0.0,30.0,0.7801418439716311,G,Minor,0.49315068493150677,0.11827956989247314,0.6024096385542169,0.44329896907216493,1.0,0.09574468085106383,0.173095944609298,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e,1
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875.0,4,0.0114675740074781,17.0,13.0,27.0,0.0,43.0,0.3900709219858156,G,Minor,0.7808219178082192,0.3118279569892473,0.674698795180723,0.2268041237113402,0.0,0.06382978723404256,0.024727992087042572,Not Found,1
En Paris,"El Chachito, Junior H",2,2022,12,24,406.0,5,0.06536712478280712,3.0,31.0,2.0,1.0,0.0,0.524822695035461,D#,Minor,0.6438356164383561,0.7849462365591399,0.40963855421686757,0.38144329896907214,0.0,0.09574468085106383,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5,0
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188.0,15,0.2646644089678356,30.0,70.0,142.0,0.0,27.0,0.34751773049645385,A#,Major,0.1232876712328767,0.13978494623655913,0.7228915662650603,0.14432989690721648,0.0,0.14893617021276595,0.0,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,1
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105.0,0,0.001013981730101976,5.0,9.0,5.0,0.0,0.0,0.5673758865248227,B,Minor,0.4246575342465753,0.16129032258064518,0.40963855421686757,0.3711340206185567,0.0,0.3617021276595745,0.049455984174085144,Not Found,1
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651.0,30,0.10695721947948393,21.0,55.0,32.0,3.0,0.0,0.2056737588652482,G#,Major,0.904109589041096,0.6129032258064517,0.6265060240963856,0.17525773195876287,0.0,0.35106382978723405,0.3214638971315534,https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058,0
Call Out My Name,The Weeknd,1,2018,3,29,11087.0,6,0.5571418048024384,151.0,107.0,801.0,1.0,105.0,0.4893617021276595,C#,Major,0.30136986301369867,0.13978494623655913,0.5542168674698795,0.21649484536082475,0.0,0.3191489361702128,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730,1
Like Crazy (English Version),Jimin,1,2023,3,24,373.0,19,0.05568190437134951,4.0,72.0,5.0,0.0,5.0,0.3900709219858156,G,Major,0.5342465753424657,0.3010752688172043,0.746987951807229,0.0,0.0,0.3829787234042553,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1
Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200.0,4,0.022831242372915495,8.0,77.0,2.0,1.0,1.0,0.4113475177304964,G,Minor,0.6438356164383561,0.881720430107527,0.6506024096385543,0.24742268041237114,0.0,0.08510638297872342,0.024727992087042572,Not Found,0
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741.0,17,0.24393084838310086,156.0,35.0,110.0,19.0,0.0,0.46808510638297873,A#,Major,0.7397260273972603,0.860215053763441,0.6867469879518073,0.36082474226804123,0.0,0.12765957446808512,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c,0
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502.0,21,0.7065352825311028,247.0,54.0,5567.0,1.0,51.0,0.7517730496453899,D,Major,0.6438356164383561,0.021505376344086016,0.710843373493976,0.010309278350515464,0.0,0.35106382978723405,0.568743818001979,Not Found,3
Superman,"Eminem, Dina Rae",2,2002,5,26,7615.0,14,0.2450162219754108,18.0,51.0,1005.0,0.0,0.0,0.46099290780141844,E,Minor,0.7808219178082192,0.6451612903225807,0.746987951807229,0.020618556701030927,0.0,0.18085106382978725,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,0
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208.0,34,0.044986970303984464,10.0,41.0,20.0,0.0,1.0,0.2056737588652482,B,Major,0.8082191780821919,0.5268817204301076,0.6385542168674699,0.35051546391752575,0.0,0.06382978723404256,0.12363996043521285,Not Found,0
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209.0,4,0.025106669732751354,4.0,45.0,11.0,2.0,24.0,0.17021276595744683,G,Minor,0.6849315068493151,0.43010752688172044,0.5180722891566265,0.4020618556701031,0.0,0.30851063829787234,0.0741839762611277,Not Found,1
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235.0,9,0.03351205179565207,20.0,8.0,15.0,0.0,6.0,0.15602836879432624,F,Minor,0.5753424657534247,0.7204301075268819,0.5060240963855422,0.041237113402061855,0.0,0.12765957446808512,0.42037586547972366,https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e,3
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654.0,3,0.026911677583256976,11.0,3.0,18.0,1.0,1.0,0.4184397163120567,B,Minor,0.6712328767123288,0.8064516129032259,0.7710843373493976,0.5670103092783505,0.0,0.12765957446808512,0.6676557863501493,Not Found,3
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479.0,0,0.019189897513827468,23.0,0.0,18.0,0.0,33.0,0.09219858156028371,G#,Major,0.6575342465753424,0.817204301075269,0.6144578313253013,0.5257731958762887,0.0,0.2021276595744681,0.7171117705242345,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca,3
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942.0,26,0.11539516099763865,190.0,104.0,147.0,18.0,63.0,0.3900709219858156,G#,Major,0.6438356164383561,0.7096774193548389,0.783132530120482,0.07216494845360824,0.0,0.1595744680851064,0.173095944609298,Not Found,0
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709.0,0,0.010433186036353383,8.0,1.0,13.0,0.0,0.0,0.21985815602836878,F#,Minor,0.3424657534246575,0.49462365591397855,0.7951807228915663,0.41237113402061853,0.0,0.3617021276595745,0.42037586547972366,Not Found,3
HAPPY,NF,1,2023,3,25,660.0,0,0.008173667271699981,22.0,7.0,11.0,0.0,78.0,0.2907801418439716,G,Major,0.6849315068493151,0.1935483870967742,0.8674698795180723,0.31958762886597936,0.0,0.09574468085106383,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439,1
La Bebe,Yng Lvcas,1,2021,12,24,489.0,17,0.06287988669464173,4.0,11.0,5.0,1.0,2.0,0.7446808510638298,D,Minor,0.7534246575342465,0.7634408602150539,0.3855421686746988,0.6391752577319587,0.0,0.09574468085106383,0.7912957467853622,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9,3
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407.0,0,0.01786142529387954,16.0,15.0,5.0,0.0,1.0,0.4893617021276595,B,Minor,0.6027397260273972,0.07526881720430108,0.746987951807229,0.08247422680412371,0.9639048400328184,0.2872340425531915,0.09891196834817027,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d,1
Late Night Talking,Harry Styles,1,2022,5,20,7461.0,8,0.2796841110997639,166.0,42.0,199.0,16.0,58.0,0.35460992907801414,A#,Major,0.6575342465753424,0.924731182795699,0.710843373493976,0.30927835051546393,0.0,0.08510638297872342,0.049455984174085144,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,0
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993.0,4,0.09268208172533225,30.0,84.0,88.0,1.0,28.0,0.46099290780141844,F#,Major,0.6986301369863015,0.8064516129032259,0.8795180722891568,0.4639175257731959,0.0,0.2872340425531915,0.0,Not Found,0
Something in the Orange,Zach Bryan,1,2022,4,22,3282.0,12,0.16416276620264916,67.0,84.0,46.0,16.0,117.0,0.3191489361702128,G,Major,0.49315068493150677,0.1935483870967742,0.28915662650602414,0.4329896907216495,0.0,0.09574468085106383,0.0,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb,2
VOID,Melanie Martinez,1,2023,3,29,596.0,0,0.013811349464089035,29.0,9.0,12.0,0.0,52.0,0.24822695035460995,A,Major,0.6712328767123288,0.40860215053763443,0.6265060240963856,0.18556701030927836,0.08203445447087816,0.1702127659574468,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977,1
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320.0,6,0.0331692527296638,5.0,48.0,2.0,1.0,9.0,0.5460992907801417,G,Minor,0.6438356164383561,0.7741935483870969,0.783132530120482,0.26804123711340205,0.0,0.08510638297872342,0.09891196834817027,Not Found,0
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040.0,4,0.05252164500261311,81.0,27.0,66.0,9.0,444.0,0.36170212765957444,G,Major,0.9178082191780823,0.989247311827957,0.710843373493976,0.6391752577319587,0.0,0.06382978723404256,0.024727992087042572,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f,0
You Proof,Morgan Wallen,1,2022,5,13,2128.0,9,0.13198585163910856,37.0,88.0,9.0,0.0,14.0,0.3900709219858156,A,Major,0.6849315068493151,0.6451612903225807,0.855421686746988,0.25773195876288657,0.0,0.6170212765957447,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,0
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598.0,37,0.1749025320476695,28.0,57.0,43.0,8.0,85.0,0.1914893617021276,F,Minor,0.726027397260274,0.4516129032258065,0.783132530120482,0.31958762886597936,0.0,0.0425531914893617,0.0741839762611277,Not Found,0
Malas Decisiones,Kenia OS,1,2022,10,26,542.0,2,0.04883976477894407,23.0,2.0,21.0,0.0,0.0,0.3191489361702128,G#,Minor,0.7945205479452055,0.6451612903225807,0.783132530120482,0.05154639175257732,0.0,0.2978723404255319,0.0,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8,0
Murder In My Mind,Kordhell,1,2022,1,21,2459.0,20,0.1638255964044222,20.0,68.0,50.0,0.0,22.0,0.3900709219858156,A#,Major,0.6575342465753424,0.5698924731182796,1.0,0.010309278350515464,0.0,0.10638297872340427,0.19782393669634052,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150,0
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624.0,17,0.5209163339106033,21.0,0.0,386.0,0.0,0.0,0.10638297872340419,G#,Major,0.547945205479452,0.38709677419354843,0.5662650602409639,0.09278350515463918,0.0,0.5638297872340425,0.0741839762611277,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc,1
